Test_ID,Cement,Slag,Flyash,Water,SuperPlasticizer,CoarseAggregate,FineAggregate,Age,CSinMPa
P9447,155,184,143,194,9,880,699,28,28.99
H1164,289,134,0,195,6,924,760,28,46.24
E5847,148,175,0,171,2,1000,828,28,26.92
Y3952,145,0,179,202,8,824,869,28,10.54
V8766,313,0,0,178,8,1000,822,28,25.1
X5506,136,162,126,172,10,923,764,28,29.07
N9636,155,0,143,193,9,877,868,28,9.74
Z2320,255,99,77,189,6,919,749,28,33.8
O5491,162,207,172,216,10,822,638,28,39.84
W2172,136,196,98,199,6,847,783,28,26.97
P7151,164,163,128,197,8,961,641,28,27.23
W6805,162,214,164,202,10,820,680,28,30.65
G2984,157,214,152,200,9,819,704,28,33.05
F6683,149,153,194,192,8,935,623,28,24.58
B9348,135,105,193,196,6,965,643,28,21.91
Q4399,159,209,161,201,7,848,669,28,30.88
O1942,144,15,195,176,6,1021,709,28,15.34
Y5525,154,174,185,228,7,845,612,28,24.34
J6893,167,187,195,185,7,898,636,28,23.89
H1103,184,86,190,213,6,923,623,28,22.93
E5946,156,178,187,221,7,854,614,28,29.41
X7457,236.9,91.7,71.5,246.9,6,852.9,695.4,28,28.63
T8923,313.3,0,113,178.5,8,1001.9,688.7,28,36.8
O5661,154.8,183.4,0,193.3,9.1,1047.4,696.7,28,18.29
V4410,145.9,230.5,0,202.5,3.4,827,871.8,28,32.72
K1662,296,0,106.7,221.4,10.5,819.2,778.4,28,31.42
N4228,133.1,210.2,0,195.7,3.1,949.4,795.3,28,28.94
M6901,313.3,145,0,178.5,8,867.2,824,28,40.93
V6846,151.6,0,111.9,184.4,7.9,992,815.9,28,12.18
M9843,153.1,145,113,178.5,8,1001.9,688.7,28,25.56
S4078,139.9,132.6,103.3,200.3,7.4,916,753.4,28,36.44
J3017,149.5,236,0,175.8,12.6,846.8,892.7,28,32.96
U3821,299.8,0,119.8,211.5,9.9,878.2,727.6,28,23.84
S4097,153.1,145,113,178.5,8,867.2,824,28,26.23
O4281,148.1,0,136.6,158.1,16.1,1001.8,830.1,28,17.96
V7360,326.5,0,137.9,199,10.8,801.1,792.5,28,38.63
T7433,152.7,144.7,0,178.1,8,999.7,822.2,28,19.01
I4093,261.9,110.5,86.1,195.4,5,895.2,732.6,28,33.72
R6063,158.4,0,194.9,219.7,11,897.7,712.9,28,8.54
X9174,150.7,0,185.3,166.7,15.6,1074.5,678,28,13.46
D2069,272.6,0,89.6,198.7,10.6,931.3,762.2,28,32.25
R9654,149,117.6,91.7,182.9,7.1,953.4,780.3,28,23.52
V7133,143,169.4,142.7,190.7,8.4,967.4,643.5,28,29.73
G6341,259.9,100.6,78.4,170.6,10.4,935.7,762.9,28,49.77
R8692,312.9,160.5,0,177.6,9.6,916.6,759.5,28,52.45
N6778,284,119.7,0,168.3,7.2,970.4,794.2,28,40.93
M4261,336.5,0,0,181.9,3.4,985.8,816.8,28,44.87
J2246,144.8,0,133.6,180.8,11.1,979.5,811.5,28,13.2
Q5554,150,236.8,0,173.8,11.9,1069.3,674.8,28,37.43
Q2785,143.7,170.2,132.6,191.6,8.5,814.1,805.3,28,29.87
M4608,330.5,169.6,0,194.9,8.1,811,802.3,28,56.62
I5919,154.8,0,142.8,193.3,9.1,1047.4,696.7,28,12.46
I6186,154.8,183.4,0,193.3,9.1,877.2,867.7,28,23.79
M3348,134.7,0,165.7,180.2,10,961,804.9,28,13.29
R8647,266.2,112.3,87.5,177.9,10.4,909.7,744.5,28,39.42
Z6153,314,145.3,113.2,178.9,8,869.1,690.2,28,46.23
P2087,312.7,144.7,0,127.3,8,999.7,822.2,28,44.52
F2195,145.7,172.6,0,181.9,3.4,985.8,816.8,28,23.74
D7726,143.8,136.3,106.2,178.1,7.5,941.5,774.3,28,26.15
R4746,148.1,0,182.1,181.4,15,838.9,884.3,28,15.53
Q9787,277,116.8,91,190.6,7,946.5,665.6,28,43.58
Z9246,298.1,0,107.5,163.6,12.8,953.2,784,28,35.87
F4669,313.3,145,0,178.5,8,1001.9,688.7,28,41.05
Z7361,155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,28.99
D7756,289,133.7,0,194.9,5.5,924.1,760.1,28,46.25
U3480,147.8,175.1,0,171.2,2.2,1000,828.5,28,26.92
J4778,145.4,0,178.9,201.7,7.8,824,868.7,28,10.54
F6601,312.7,0,0,178.1,8,999.7,822.2,28,25.1
J4540,136.4,161.6,125.8,171.6,10.4,922.6,764.4,28,29.07
K5971,154.8,0,142.8,193.3,9.1,877.2,867.7,28,9.74
L3241,255.3,98.8,77,188.6,6.5,919,749.3,28,33.8
G1848,272.8,105.1,81.8,209.7,9,904,679.7,28,37.17
Z4566,162,190.1,148.1,178.8,18.8,838.1,741.4,28,33.76
T1675,153.6,144.2,112.3,220.1,10.1,923.2,657.9,28,16.5
V3446,146.5,114.6,89.3,201.9,8.8,860,829.5,28,19.99
E6041,151.8,178.1,138.7,167.5,18.3,944,694.6,28,36.35
J9220,309.9,142.8,111.2,167.8,22.1,913.9,651.2,28,38.22
S3620,143.6,0,174.9,158.4,17.9,942.7,844.5,28,15.42
H9125,303.6,139.9,0,213.5,6.2,895.5,722.5,28,33.42
Z7029,374.3,0,0,190.2,6.7,1013.2,730.4,28,39.06
F7574,158.6,148.9,116,175.1,15,953.3,719.7,28,27.68
S5849,152.6,238.7,0,200,6.3,1001.8,683.9,28,26.86
O5902,310,142.8,0,167.9,10,914.3,804,28,45.3
V9330,304.8,0,99.6,196,9.8,959.4,705.2,28,30.12
D2660,150.9,0,183.9,166.6,11.6,991.2,772.2,28,15.57
J2041,141.9,166.6,129.7,173.5,10.9,882.6,785.3,28,44.61
H4802,297.8,137.2,106.9,201.3,6,878.4,655.3,28,53.52
L6701,321.3,164.2,0,190.5,4.6,870,774,28,57.22
V6440,366,187,0,191.3,6.6,824.3,756.9,28,65.91
V2492,279.8,128.9,100.4,172.4,9.5,825.1,804.9,28,52.83
U9725,252.1,97.1,75.6,193.8,8.3,835.5,821.4,28,33.4
J4928,164.6,0,150.4,181.6,11.7,1023.3,728.9,28,18.03
E6208,155.6,243.5,0,180.3,10.7,1022,697.7,28,37.36
E3219,160.2,188,146.4,203.2,11.3,828.7,709.7,28,35.31
E4959,298.1,0,107,186.4,6.1,879,815.2,28,42.64
X6454,317.9,0,126.5,209.7,5.7,860.5,736.6,28,40.06
X9740,287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,43.8
O4014,325.6,166.4,0,174,8.9,881.6,790,28,61.24
X2557,355.9,0,141.6,193.3,11,801.4,778.4,28,40.87
V9478,132,206.5,160.9,178.9,5.5,866.9,735.6,28,33.31
S1961,322.5,148.6,0,185.8,8.5,951,709.5,28,52.43
O2466,164.2,0,200.1,181.2,12.6,849.3,846,28,15.09
J1491,313.8,0,112.6,169.9,10.1,925.3,782.9,28,38.46
A8398,321.4,0,127.9,182.5,11.5,870.1,779.7,28,37.27
P9642,139.7,163.9,127.7,236.7,5.8,868.6,655.6,28,35.23
F2444,288.4,121,0,177.4,7,907.9,829.5,28,42.14
Z3707,298.2,0,107,209.7,11.1,879.6,744.2,28,31.88
K7120,264.5,111,86.5,195.5,5.9,832.6,790.4,28,41.54
N4827,159.8,250,0,168.4,12.2,1049.3,688.2,28,39.46
R7074,166,259.7,0,183.2,12.7,858.8,826.8,28,37.92
K7956,276.4,116,90.3,179.6,8.9,870.1,768.3,28,44.28
D1659,322.2,0,115.6,196,10.4,817.9,813.4,28,31.18
L4924,148.5,139.4,108.6,192.7,6.1,892.4,780,28,23.7
I5322,159.1,186.7,0,175.6,11.3,989.6,788.9,28,32.77
D5509,260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,32.4
